
1.51700295E-008 5.80644135E-013 5.72767613E-013
-9.46100220E-009 4.28144486E-003 1.24223195E-013
-2.73651232E-008 3.48799250E-003 3.48799250E-003
-6.67397310E-008 5.25508734E-003 -2.65622022E-013
-7.09407062E-008 4.49673128E-003 1.57324640E-003
-8.33638274E-008 2.67385030E-003 2.67385030E-003
-1.20800854E-007 3.76031026E-003 1.89183074E-014
-1.13258584E-007 3.73417571E-003 -2.18242839E-004
-9.50274940E-008 3.41396863E-003 5.41827495E-004
-7.72827444E-008 1.88731020E-003 1.88731020E-003
-1.45693085E-007 2.65868988E-004 2.14120227E-013
-1.31266888E-007 8.31217920E-004 -1.16320512E-003
-9.95626827E-008 1.67699547E-003 -1.33250909E-003
-6.41228761E-008 1.17070341E-003 -7.18252385E-004
-4.00895997E-008 -1.13074075E-003 -1.13074075E-003
-1.42340503E-007 -1.13281881E-002 -4.28520799E-013
-1.26474046E-007 -1.05467691E-002 -9.21571781E-004
-8.99299113E-008 -8.41133779E-003 -1.99567567E-003
-5.28496388E-008 -6.09783008E-003 -2.77195431E-003
-2.72275424E-008 -5.34795460E-003 -3.72830761E-003
-1.42887481E-008 -6.30324443E-003 -6.30324443E-003
-1.29851844E-007 -2.96571741E-002 7.91057198E-014
-1.15672701E-007 -2.82481533E-002 -1.43160035E-003
-8.23111596E-008 -2.41420305E-002 -3.34098396E-003
-4.61064004E-008 -1.82614754E-002 -5.22802233E-003
-2.15164161E-008 -1.30034383E-002 -6.46127751E-003
-9.51341340E-009 -1.04379587E-002 -7.88265773E-003
-5.18835601E-009 -1.01418305E-002 -1.01418305E-002
-1.27572120E-007 -3.97922358E-002 4.38790784E-013
-1.13186446E-007 -3.79742829E-002 -2.09098011E-003
-7.87947916E-008 -3.27361860E-002 -4.62376698E-003
-4.40387425E-008 -2.51012707E-002 -7.04558268E-003
-2.03209688E-008 -1.76396629E-002 -8.32182789E-003
-8.38361760E-009 -1.30500075E-002 -9.08283361E-003
-4.25743432E-009 -1.15721059E-002 -1.05236662E-002
-3.31052645E-009 -1.15545615E-002 -1.15545615E-002
